side,metric,sample_index,value_ms,status,note
nextjs,toggle_row_quiet600_ms,3,9,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,4,7,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,5,9,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,6,8,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,7,4,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,8,7,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,9,317,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,10,330,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,11,10,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,12,9,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,13,6,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,14,560,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,15,7,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,16,7,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,17,10,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,18,13,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,19,335,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,20,11,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,21,8,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,22,9,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,23,10,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,toggle_row_quiet600_ms,24,11,superseded-method,row-scoped 600ms quiet-window definition; occasionally catches the server revalidation wave; superseded by first-mutation definition used on both sides
nextjs,coldload_rows_present_ms,1,384,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,2,996,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,3,1000,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,4,1000,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,5,999,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,6,998,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,7,999,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,8,999,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,9,999,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,coldload_rows_present_ms,10,998,excluded-artifact,"hidden-tab timer throttling delayed observer attach to ~1s; values reflect attach latency, not content timing"
nextjs,toggle_body_quiet250_ms,1,4,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,2,10,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,3,8,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,4,8,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,5,8,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,6,11870,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,7,5,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,8,11,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,9,12578,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,10,599,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,11,8,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,12,5,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,13,6,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,14,11947,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,15,953,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,16,12289,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,17,142,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,18,13,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,19,1341,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,20,314,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,21,19,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,22,13,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,23,13,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
nextjs,toggle_body_quiet250_ms,24,14,discarded-corrupt,body-scoped observer + hidden-tab throttling: live payment feed chain-extended quiet windows; bimodal garbage
spynejs,sort_body_noise_ms,1,1754,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,2,1243,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,3,4213,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,4,2212,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,5,4256,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,6,4208,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,7,1167,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,8,2241,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,9,1175,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,10,2197,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,11,1192,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,12,2486,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,13,6231,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,14,2228,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,15,1220,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,16,2203,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,17,1162,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,18,2222,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,19,1157,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_body_noise_ms,20,2201,discarded-corrupt,synthetic clicks on inner span did not reach the bound button -> NO sort occurred; series measures pure live-feed cadence
spynejs,sort_table_noise_ms,1,1399,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,2,2209,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,3,1180,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,4,2208,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,5,1160,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,6,2208,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,7,1208,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,8,2207,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,9,1197,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,10,2237,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,11,1217,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,12,2194,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,13,1165,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,14,4166,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,15,4195,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,16,2140,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,17,1153,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,18,2193,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,19,4192,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
spynejs,sort_table_noise_ms,20,1252,discarded-corrupt,"same cause as above (no sort applied), table-scoped; pure live-feed cadence"
